sample_id,subpop_for_graph,dataset,ct_dataset,pore1_left_areas,pore2_left_areas,pore3_left_areas,pore4_left_areas,pore5_left_areas,pore6_left_areas,pore7_left_areas,pore8_left_areas,pore9_left_areas,pore10_left_areas,pore1_right_areas,pore2_right_areas,pore3_right_areas,pore4_right_areas,pore5_right_areas,pore6_right_areas,pore7_right_areas,pore8_right_areas,pore9_right_areas,pore10_right_areas,pore1_ioc_l_areas,pore2_ioc_l_areas,pore3_ioc_l_areas,pore1_ioc_r_areas,pore2_ioc_r_areas,pore3_ioc_r_areas,pore1_lateral_areas,pore2_lateral_areas,pore3_lateral_areas,pore4_lateral_areas,pore5_lateral_areas,mean_mandibular_left_pore_area,mean_mandibular_right_pore_area,mean_mandibular_pore_area,mean_preopercular_left_pore_area,mean_preopercular_right_pore_area,mean_preopercular_pore_area,mean_orbital_left_area,mean_orbital_right_area,mean_orbital_pore_area,mean_otic_pore_area,sequencing_sample_id,subset_vcf_number,seq_depth,colour,Morph,Sex,Sex_Value,collection,Site,Depth,Depth_Cat,SL,BD,HL,HW,IOW,SNL,LJL,PPL,CHD,ED,LAD,DFB,AFB,PRD,PRA,PRP,PRV,CPL,CPD,EggspotNumber,EggspotNumberTheis,FirstSpot,EggspotContrast,PC1,PC2,PC3,PC4,PC5,subpop,Notes,max_number_rings.y,batch,standard_length_fitness,standardised_max_rings,LPG,LPW,LogLPG,ResLPG,T1W,T2W,T3W,T4W,TWA,carbon_content,d13CV.PDB_percent,morpho_PC1,morpho_PC2,morpho_PC3,morpho_PC4,morpho_PC5,morpho_PC6,morpho_PC7,morpho_PC8,morpho_PC9,morpho_PC10,morpho_PC11,morpho_PC12,malawi_mandibular_mean_pore_area,malawi_preopercular_mean_pore_area,malawi_orbital_mean_pore_area,malawi_otic_mean_pore_area,head_size_mm
D31J04,littoral,masoko,Y,0.049657792,0.130287713,0.139886513,0.150253217,0.240737905,0.164459441,0.377808769,0.182505185,0.11646544,0.08510936,0.031484064,0.11582552,0.122352704,0.145901761,0.236386449,0.129647793,0.42132333,0.184680913,0.142830145,0.037627296,0.119796607,0.164931702,0.148412518,0.109390822,0.087668744,0.062044497,0.173588183,0.090961658,0.097847201,0.187721668,0.122852597,0.142164628,0.1303901,0.136277364,0.190472189,0.196615421,0.193543805,0.144380276,0.086368021,0.115374148,0.142784435,cichl187580566,647,13.6,Yellow,NA,Male,1,2018,NA,5,Shallow,71.65,24.06,26,10.84,6.1,9.07,11.16,7.88,6.49,7.84,5.12,39.6,13.49,26.51,48.16,26.41,27.11,15.17,8.76,NA,NA,NA,NA,-0.041963995,0.009301163,-0.012188017,-0.025094521,0.035281475,littoral,,75,Giulia_2,65.83,-0.054605054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157573902,0.181290028,0.115374148,0.142784435,26.62
D31J05,middle,masoko,Y,0.028577083,0.074501277,0.1093781,0.167353971,0.208895737,0.109104198,0.462893963,0.227886259,0.211908657,0.096413417,0.028668384,0.112208418,0.064549513,0.165893162,0.140055097,0.107917291,0.389214392,0.16872348,0.233181693,0.074866479,0.071305756,0.083996538,0.101252348,0.070539268,0.080268822,0.052881929,0.188528533,0.099171174,0.084966969,0.214096101,0.147981986,0.117741234,0.102274915,0.110008074,0.249775574,0.216496511,0.233136043,0.085518214,0.067896673,0.076707443,0.149531535,cichl187580567,648,17.3,Yellow,NA,Male,1,2018,NA,5,Shallow,72.53,22.92,25.51,11.18,5.19,9.52,10.39,6.89,5.37,7,4.61,39.25,12.51,24.77,43.96,24.74,25.18,14.5,7.53,NA,NA,NA,NA,-0.014746096,-0.074563551,-0.040913596,-0.020025584,0.01704008,middle,,69,Giulia_2,69.35,-0.32214369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125985676,0.215278805,0.076707443,0.149531535,24.85
D32A10,littoral,masoko,Y,0.021,0.0412,0.05555,0.08455,0.1146,0.0682,0.18165,0.1278,0.0881,0.0394,0.01985,0.0402,0.05595,0.0895,0.0829,0.0686,0.1964,0.1315,0.11775,0.0303,0.040263217,0.059654693,0.040065849,0.0554,0.06995,0.0446,0.090738013,0.044227648,0.05949332,0.158648853,0.044655657,0.06338,0.05768,0.06053,0.1092375,0.1189875,0.1141125,0.046661253,0.05665,0.051655626,0.109071087,cichl187580226,547,14.8,Yellow,NA,Female,2,2018,NA,5,Shallow,52.8,14.79,19.25,7.73,4.36,6.4,6.88,4.92,3.8,5.41,3.59,26.41,7.6,20.76,33.34,18.5,17.97,10.09,5.18,NA,NA,NA,NA,-0.051541051,0.005879036,-0.058742074,0.043300229,-0.042258767,littoral,,41,Giulia_2,65.14,-1.570657324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070125,0.104786566,0.051655626,0.109071087,18.56
D32B03,littoral,masoko,Y,0.023995367,0.089177905,0.106003925,0.121293656,0.177697401,0.082520654,0.300673659,0.148727384,0.169138078,0.072278729,0.016533393,0.088373182,0.07505868,0.103443444,0.148215288,0.070449814,0.280262965,0.114855875,0.125463583,0.077107065,0.071693476,0.11668479,0.064889911,0.075863402,0.069352464,0.060793141,0.111033132,0.087813275,0.118210179,0.150717978,0.083380394,0.103633651,0.086324797,0.094979224,0.172704462,0.149422372,0.161063417,0.084422726,0.068669669,0.076546198,0.134464078,cichl187580229,550,15,Yellow,NA,Female,2,2018,NA,5,Shallow,59.9,19.4,21.6,8.9,4.1,6.7,8,5.4,5.3,6.5,3.2,32.4,10.2,21.2,38.7,21.4,25.4,11.4,6.7,NA,NA,NA,NA,-0.034502881,0.074741788,0.072274517,0.030067102,0.002955201,littoral,,72,Giulia_2,67.19,-0.188374372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106223395,0.148735375,0.076546198,0.134464078,21.83
D32B04,littoral,masoko,Y,0.01666565,0.062402207,0.070860337,0.079944996,0.131696223,0.054319993,0.293277841,0.124741761,0.078128064,0.023620112,0.013094439,0.054507952,0.055259785,0.069043405,0.122172995,0.054946521,0.273479551,0.09805166,0.072677269,0.033707216,0.052344632,0.08913402,0.048208912,0.05312959,0.077188272,0.040160456,0.059721173,0.056672344,0.069764373,0.153876174,0.062411315,0.072313883,0.062815715,0.067564799,0.129941945,0.119478924,0.124710434,0.063229188,0.056826106,0.060027647,0.111820274,cichl187580230,551,17.8,Yellow,NA,Female,2,2018,NA,5,Shallow,57.95,18.22,21.61,8.87,3.66,6.62,8.41,5.44,4.75,6.69,3.58,28.74,9.44,21.96,39.17,20.23,21.6,11.42,6.36,NA,NA,NA,NA,-0.042594852,0.013062082,0.007651016,0.008659734,-0.022810996,littoral,,27,Giulia_2,71.2,-2.194914141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075515441,0.111407699,0.060027647,0.111820274,21.55
G10E03,benthic,masoko,Y,0.014976612,0.046039216,0.190443344,0.270133713,0.313954172,0.18489645,0.582978507,0.246282071,0.19894858,0.070260651,0.024406331,0.037718876,0.235003388,0.279008743,0.280303018,0.160120326,0.631976066,0.276420193,0.195805341,0.057133003,0.183232382,0.205419956,0.200242855,0.146253092,0.208008506,0.140891095,0.166330414,0.095045951,0.145668251,0.3543561,0.349707114,0.167109412,0.171288071,0.169198741,0.274617452,0.290333651,0.282475551,0.196298398,0.165050898,0.180674648,0.250012176,CMASS6608019,142,5.8,Blue-black,Benthic,Male,1,2015,A,2,Deep,85.85,29.91,30.91,12.91,7.04,10.67,11.81,9.21,8.82,8.35,5.87,44.56,18.14,32.33,57.1,31.3,37.78,14.92,10.37,NA,NA,5,NA,0.056339243,0.01303402,0.017399925,0.02800969,0.008023184,benthic,,110,Jessie_Urte,85.85,1.506036989,0.0244,NA,-1.612610174,-0.138141493,NA,NA,NA,NA,NA,39.9472546,-25.8435,0.021804545,0.022810234,0.00903243,0.001610505,-0.007723954,-0.008734786,0.002449998,-0.005876961,0.001063679,0.004098036,-0.004780267,0.002822132,0.199762125,0.252118078,0.180674648,0.250012176,31.46
G10E08,benthic,masoko,Y,0.03122634,0.037800307,0.071697321,0.247345486,0.306511183,0.185509114,0.450727571,0.176880783,0.246934613,0.153461028,0.019516463,0.056289587,0.118125959,0.304867692,0.281037064,0.183660186,0.465313559,0.130246709,0.157775194,0.103129098,0.131479328,0.160240431,0.11976945,0.148941426,0.136615239,0.168252453,0.228939236,0.187102624,0.141198564,0.196980713,0.171413895,0.138916127,0.155967353,0.14744174,0.257000999,0.21411614,0.235558569,0.13716307,0.151269706,0.144216388,0.169089639,CMASS6608013,136,6.2,Blue-black,Benthic,Male,1,2015,A,2,Deep,83.62,30.44,30.66,12.01,6.48,9.83,12.8,8.9,9.34,8.27,5.31,42.84,17.85,33.31,56.2,30.69,36.38,14.31,9.94,5,4.5,4,NA,0.059327903,0.035805191,0.035544322,-0.003620905,0.006185555,benthic,,88,Jessie_Urte,83.62,0.52506199,0.0223,NA,-1.651695137,-0.154065039,NA,NA,NA,NA,NA,42.70578262,-26.651405,0.018221156,0.002045705,0.006861208,-0.009990476,-0.008636984,0.000922,-0.013148895,-0.002546652,0.00536292,0.001696109,0.010974269,0.010755825,0.17928439,0.230051042,0.144216388,0.169089639,31.03
G10E09,benthic,masoko,Y,0.018941831,0.107958085,0.056100941,0.093674081,0.160229257,0.097917879,0.238377247,0.129901626,0.162609924,0.05879213,0.020287425,0.121517537,0.086946108,0.143564586,0.169751926,0.08497947,0.29292558,0.15329427,0.146980326,0.049476476,0.077811693,0.081382,0.094928165,0.065210609,0.0802269,0.065420627,0.170426478,0.085656289,0.131142732,0.177810641,0.155658152,0.087380839,0.108413517,0.097897178,0.147420232,0.160669163,0.154044698,0.084707286,0.070286045,0.077496666,0.154476686,CMASS6608016,139,6,Blue-black,Benthic,Male,1,2015,A,2,Deep,84.75,29.31,30.31,12.84,7.29,9.66,11.77,9.43,8.96,8.58,5.27,45.25,17.45,31.13,57.47,31.44,36.34,14.1,9.52,5,4.5,3,NA,0.05926273,0.02083197,-0.029578472,-0.010529217,0.007269606,benthic,,88,Jessie_Urte,84.75,0.52506199,0.0286,NA,-1.543633967,-0.068141493,NA,NA,NA,NA,NA,39.52955645,-26.1774,0.019847294,0.026640128,0.003294672,-0.006536067,-0.009221734,0.003811062,-0.000764,-0.00606683,-0.004163378,0.002547753,0.001559385,0.001714284,0.112263987,0.148844035,0.077496666,0.154476686,24.36
G10F04,benthic,masoko,Y,0.042600142,0.053486845,0.104488682,0.123777079,0.233827447,0.126380422,0.368609563,0.147207158,0.21678739,0.13206044,0.024968417,0.081531939,0.100702003,0.126143754,0.198918997,0.120582069,0.377129591,0.151112171,0.219390732,0.071946907,0.076916923,0.084016947,0.076561922,0.111825373,0.092891976,0.10283201,0.172526604,0.078812537,0.158949654,0.210277146,0.237431046,0.111636039,0.106453022,0.10904453,0.216166138,0.20489485,0.210530494,0.079165264,0.102516453,0.090840859,0.1846134,CMASS6608026,149,6.4,Blue-black,Benthic,Male,1,2015,A,2,Deep,99.84,34.14,34.78,14.84,8.14,11.69,13.89,10.54,10.85,9.01,6.75,54.76,20.23,35.14,66.56,35.72,43.3,18.5,11.78,6,5,3,NA,0.053014846,0.012856135,-0.052744962,-0.016654219,-0.009601435,benthic,,91,Jessie_Urte,99.84,0.658831308,0.0376,NA,-1.424812155,-0.116676671,NA,NA,NA,NA,NA,42.40806846,-26.1426,0.016770985,0.030075097,0.001212216,-0.000737,-0.003883488,0.00853166,0.006412385,-0.004763933,0.004885505,-0.002099223,0.000434,-0.000294,0.126983924,0.193558309,0.090840859,0.1846134,27.25
G10G08,littoral,masoko,Y,0.019006635,0.047044046,0.07371634,0.118135161,0.197626998,0.098393463,0.330043388,0.143337329,0.158248611,0.067100771,0.023942059,0.06720578,0.124645721,0.110259484,0.184185842,0.10196377,0.372782064,0.146277582,0.126745902,0.077706684,0.083902217,0.104588996,0.07266625,0.091252849,0.118345179,0.124855739,0.113515356,0.135379791,0.12250074,0.16083838,0.11710951,0.091105836,0.102047777,0.096576807,0.174682525,0.180878058,0.177780291,0.087052488,0.111484589,0.099268538,0.14166956,CMASS6607987,110,6.4,NA,Littoral,Male,1,2015,A,5,Shallow,70.87,23.63,24.19,10.58,5.35,7.57,8.57,7.17,7.18,7.17,4.26,37.61,13.97,27.15,46.37,25,29.07,12.51,8.72,NA,NA,NA,NA,-0.038369686,0.051974056,-0.035295995,0.003720507,-0.081212233,littoral,,91,Giulia_1,70.87,0.658831308,0.0258,NA,-1.588380294,0.074470139,NA,NA,NA,NA,NA,41.83428324,-22.0711,-0.021561053,0.005430729,-0.007854214,0.005551547,-0.006645993,0.002544196,-0.001278981,0.009949614,-0.000813,0.007302536,0.00092,0.003852688,0.112317661,0.167113748,0.099268538,0.14166956,23.93
G10H01,littoral,masoko,Y,0.023755997,0.07222461,0.154174829,0.161349459,0.255257395,0.126592362,0.419476707,0.183351658,0.211252997,0.137752898,0.024234306,0.064571671,0.143014293,0.095980607,0.322539482,0.13344812,0.365427827,0.146203018,0.24027039,0.101879747,0.130927983,0.127470101,0.099964222,0.150986105,0.170756196,0.149870051,0.235521174,0.223584428,0.130845097,0.265363038,0.226798167,0.133352458,0.130068072,0.131710265,0.237958565,0.213445246,0.225701905,0.119454102,0.157204117,0.13832911,0.198104067,CMASS6607996,119,6.7,NA,Littoral,Male,1,2015,A,5,Shallow,83.13,28.15,28.89,10.87,6.02,8.88,10.31,8.35,8.49,8.34,5.13,44.92,15.77,31.8,55.71,29.8,35.24,14.43,9.88,8,7,3,NA,-0.045391248,0.016374417,-0.050820786,0.061892096,0.015551529,littoral,,44,Jessie_Urte,83.13,-1.436888006,0.0427,NA,-1.369572125,0.125934961,NA,NA,NA,NA,NA,39.40479336,-18.782,-0.017137474,0.008242431,-0.004432451,0.012755328,-0.002232995,0.000238,-0.005727745,0.00925341,0.006910657,0.006455336,0.004028499,-0.002967891,0.152915283,0.226472084,0.13832911,0.198104067,28.23
G10H02,littoral,masoko,Y,0.044218084,0.044218084,0.266132443,0.262287393,0.343308106,0.272723959,0.704193586,0.183189205,0.136499303,0.110407887,0.067013742,0.04064768,0.21559749,0.234548098,0.399061342,0.276843656,0.609165903,0.162316072,0.112879705,0.1211191,0.216696076,0.239766381,0.198844055,0.321232245,0.195497402,0.16521288,0.248508152,0.133559447,0.132464698,0.183917928,0.297224508,0.192032822,0.19137367,0.191703246,0.283572495,0.251370195,0.267471345,0.218435504,0.227314176,0.22287484,0.158191313,CMASS6607993,116,6,NA,Littoral,Male,1,2015,A,5,Shallow,81.88,26.57,27.61,10.97,6.25,9.15,9.59,8.29,8.07,7.73,5.26,44.7,15.89,29.24,55.82,28.81,33.05,14.12,9.88,7,6.5,3,NA,-0.045406395,-0.016608669,-0.033451477,0.031988851,0.065815374,littoral,,102,Giulia_1,81.88,1.149318807,0.038,NA,-1.420216403,0.100011415,NA,NA,NA,NA,NA,35.11444083,-21.9519,-0.000965,0.036702379,-0.004510609,0.003945061,0.001567487,0.001117335,0.006576942,0.00149139,0.00089,-0.002674603,0.002816124,0.000325,0.235536825,0.252183836,0.22287484,0.158191313,34.63
G10H07,littoral,masoko,Y,0.015544743,0.063592131,0.102453989,0.175938229,0.215859955,0.140785912,0.476411047,0.217979693,0.146615191,0.092738524,0.023317115,0.0595293,0.089735562,0.200845147,0.318667234,0.182120797,0.41847155,0.169579016,0.20208166,0.13336683,0.266910305,0.287047813,0.231051409,0.268476262,0.289100691,0.225792661,0.30115103,0.173045617,0.212820282,0.329561504,0.31768076,0.114677809,0.138418872,0.12654834,0.233436114,0.230874764,0.232155439,0.261669842,0.261123205,0.261396524,0.271190893,CMASS6607989,112,5.3,NA,Littoral,Male,1,2015,A,5,Shallow,71.57,23.57,24.61,9.82,5.28,8.03,8.68,6.86,7.02,7.01,4.06,38.56,13.63,26.85,48.71,24.63,28.85,11.8,7.65,NA,NA,NA,NA,-0.035157584,0.034932307,-0.008726796,-0.054821551,0.097312046,littoral,,73,Giulia_1,71.57,-0.143784599,0.0246,NA,-1.609064893,0.054470139,NA,NA,NA,NA,NA,44.77945957,-21.7355,-0.013526365,0.022350952,-0.011124162,0.005975012,0.008294015,-1.14E-05,0.000405,-0.001147826,-0.001247454,0.00433857,-0.000698,-0.001222575,0.154952826,0.233144016,0.261396524,0.271190893,30.61
A calliptera,mbuna,malawi,Y,NA,0.020963326,0.016471185,0.038370373,0.088906962,0.270464338,0.328711698,0.171011429,0.277685585,0.075060152,NA,0.010107318,0.014037941,0.03443975,0.140192241,0.263351781,0.34590528,0.152153952,0.413385465,0.105010261,0.10778342,0.19023866,0.086337662,0.114623877,0.183213326,0.16361634,0.286856665,0.227634644,0.082540692,0.354221714,NA,NA,NA,NA,NA,NA,NA,0.117551099,0.108060735,0.112805917,0.218381203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,malawi,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089730522,0.238341513,0.112805917,0.218381203,25.15
A copper,deep_benthic,malawi,Y,NA,0.137769493,0.953681388,1.240623592,1.84964853,2.876170883,2.348547179,3.718316471,3.4048146,3.760841217,NA,0.131718806,1.035831103,0.9736952,1.468920674,2.839168604,2.394379404,4.794192525,4.192467381,3.617674574,1.095720935,2.516283674,2.03126533,0.965547965,2.061032651,2.087728741,3.852661236,2.945177886,0.612501546,0.859755957,NA,NA,NA,NA,NA,NA,NA,1.35941373,1.359689353,1.359551542,0.736128751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,malawi,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.350722827,3.502907247,1.359551542,0.736128751,34.08
A jacobfreibergi,deep_benthic,malawi,Y,NA,0.204976307,0.356700091,0.659688585,1.276683337,2.555202967,2.280038912,2.792019087,2.899607529,1.600405582,NA,0.178579582,0.393196432,0.392048749,1.032456248,3.299361072,1.940552273,2.523378007,2.901807701,2.084223547,0.528041435,1.089965528,1.407890476,0.556863696,0.834745502,1.547821456,2.717951197,1.19621004,1.282654906,1.990568269,NA,NA,NA,NA,NA,NA,NA,0.775670866,0.843179497,0.809425181,1.636611588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,malawi,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.034889337,2.293619388,0.809425181,1.636611588,32.2
A nyassae,deep_benthic,malawi,Y,NA,0.108023702,0.606258768,0.798534488,1.170634095,2.47581268,1.309969442,2.339231147,2.175559228,1.658106446,NA,0.104627747,0.714282469,0.77589479,1.246962219,2.527398849,1.310563533,2.528003387,2.870793577,1.80217338,0.420170471,0.780337806,1.001190931,0.605526691,1.090304498,1.304771151,1.854978949,1.437912374,0.426514684,0.751799618,NA,NA,NA,NA,NA,NA,NA,0.609660571,0.846455122,0.728057846,0.589157151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,malawi,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.052842981,1.928729146,0.728057846,0.589157151,27.13
A peterdaviesi,deep_benthic,malawi,Y,NA,0.2018981,0.40356333,0.718403273,2.016419429,2.746233321,1.84053555,2.898475837,2.042123402,1.19187969,NA,0.269663206,0.439891015,0.859988099,1.440998202,2.851956202,1.776959583,3.014994067,2.598695922,1.450708537,0.676031988,1.464735974,1.459532247,0.72490177,1.448219798,1.959316271,2.181488657,1.221772486,0.366184651,1.38490688,NA,NA,NA,NA,NA,NA,NA,0.902997435,0.973775662,0.938386548,0.875545766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,malawi,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.194901418,2.021763373,0.938386548,0.875545766,35.78
A stuartgranti,deep_benthic,malawi,Y,NA,0.168705133,0.834656174,1.182783744,2.245459781,3.778588469,2.469347886,3.391120073,4.214716406,4.041782793,NA,0.229682892,0.96640509,1.136588472,2.255068398,3.871533356,2.810351355,3.465157276,3.843809834,4.143021012,0.583831084,1.259353011,1.622873877,1.069486315,1.333390214,1.420577577,2.913624594,2.930123884,0.5692255,1.415189089,NA,NA,NA,NA,NA,NA,NA,1.0081189,1.104733548,1.056426224,0.992207294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,malawi,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.666947151,3.422305511,1.056426224,0.992207294,33.65
A yellowcollar,deep_benthic,malawi,Y,NA,0.139672668,0.651805784,0.740717783,1.242504775,2.098969816,1.376357749,2.397714133,1.759649295,1.446032425,NA,0.122860217,0.716469056,0.716954031,1.234745183,2.347923414,1.175739947,2.673018015,2.656043906,2.025253685,0.534765261,1.20386847,1.133223845,0.554002585,1.130960631,1.101053867,1.993367102,1.151023261,0.28888074,0.806346241,NA,NA,NA,NA,NA,NA,NA,0.850429802,0.833617351,0.842023576,0.547613491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,malawi,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.001262273,1.865419952,0.842023576,0.547613491,25.06
B nototaenia,shallow_benthic,malawi,Y,NA,0.06877646,0.176566468,0.265855206,0.653175272,2.10351396,1.055035278,0.423890817,0.313736322,0.066500677,NA,0.078831498,0.425127009,0.57353937,0.983382721,1.887531743,0.906530699,0.841253961,0.350454487,0.228876563,0.170535478,0.214597276,0.166455682,0.259475034,0.269674524,0.290889464,0.41243287,0.252532426,0.204010912,0.702459193,NA,NA,NA,NA,NA,NA,NA,0.163395835,0.215617225,0.18950653,0.453235052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,malawi,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.721629971,0.48512441,0.18950653,0.453235052,42.63
C likomae,utaka,malawi,Y,NA,0.0107869,0.054271589,0.082924291,0.112925355,0.607437284,0.65503556,0.217421951,0.323017007,0.113211748,NA,0.01112399,0.023933433,0.090003194,0.134162064,0.708901558,0.29808965,0.268315306,0.342058738,0.210497685,0.128791347,0.330287486,0.405415772,0.110788255,0.220537871,0.313669248,0.210298169,0.239401934,0.086372462,0.35487816,NA,NA,NA,NA,NA,NA,NA,0.347194236,0.215748587,0.281471411,0.220625311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,malawi,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.183646966,0.287734775,0.281471411,0.220625311,33.6
C nitidus,shallow_benthic,malawi,Y,NA,0.079784041,0.199360122,0.198760242,0.405318924,1.135972771,1.041638117,0.496185067,0.557137157,0.252960911,NA,0.02979404,0.205958802,0.183763242,0.335732843,1.114777011,1.097527094,0.497353477,0.331828632,0.244392566,0.229592698,0.217713856,0.243224156,0.270681806,0.307876213,0.144882924,0.440229605,0.200962316,0.172094801,0.253701046,NA,NA,NA,NA,NA,NA,NA,0.256823158,0.233844414,0.245333786,0.212897924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,malawi,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.388922204,0.516021494,0.245333786,0.212897924,32.39
C virginalis,utaka,malawi,Y,NA,0.028210903,0.03407009,0.077688486,0.110239528,0.365439695,0.386895465,0.422826055,0.59349636,0.237612416,NA,0.022351715,0.037108188,0.069008208,0.082245632,0.498898965,0.418976349,0.462606352,0.552860573,0.230340749,0.006202304,0.020317893,0.049618434,0.007271667,0.048549072,0.122762851,0.417231711,0.244801109,0.191939173,0.125861753,NA,NA,NA,NA,NA,NA,NA,0.048834235,0.063377569,0.056105902,0.158900463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,malawi,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132526141,0.396764714,0.056105902,0.158900463,29.48
